polaridad,subjetividad,sentimiento,word_count
0.0516,0.7444444444444445,neu,8
-0.6369,0.75,neg,17
0.0,0.0,neu,9
0.4019,0.0,neu,5
0.2263,0.35,neu,21
-0.8316,0.5,neg,5
-0.4588,0.06666666666666667,neu,16
0.0772,0.0,neu,5
0.8584,0.9,pos,19
-0.0516,0.75,neu,17
-0.7003,0.4785714285714286,neg,18
0.0,0.9,neu,6
-0.9452,0.175,neg,16
0.1531,0.6375,neu,21
